frontend_file,frontend_line,frontend_method,frontend_path,backend_path,backend_method,backend_file,status,notes
components/TwoFactorSetup.js,24,POST,api/v1/{id}fa/setup,,,,missing_backend,No corresponding backend endpoint found
components/TwoFactorSetup.js,24,POST,api/v1/{id}fa/setup,,,,missing_backend,No corresponding backend endpoint found
components/TwoFactorSetup.js,47,POST,api/v1/{id}fa/confirm,,,,missing_backend,No corresponding backend endpoint found
components/TwoFactorSetup.js,47,POST,api/v1/{id}fa/confirm,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,36,GET,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,36,GET,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,36,GET,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,65,POST,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,65,POST,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,65,GET,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,86,DELETE,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,86,DELETE,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,108,PUT,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/ChatHistory.js,108,PUT,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,59,GET,api/v1/admin/documents,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,59,GET,api/v1/admin/documents,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,59,GET,api/v1/admin/documents,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,79,GET,api/v1/admin/documents/search,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,79,GET,api/v1/admin/documents/search,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,79,GET,api/v1/admin/documents/search,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,120,POST,api/v1/admin/documents/upload,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,120,POST,api/v1/admin/documents/upload,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,120,GET,api/v1/admin/documents/upload,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,238,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,238,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,239,GET,api/v1/admin/documents/upload-url,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,315,DELETE,api/v1/admin/documents,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,315,DELETE,api/v1/admin/documents,,,,missing_backend,No corresponding backend endpoint found
components/DocumentManagement.js,315,GET,api/v1/admin/documents,,,,missing_backend,No corresponding backend endpoint found
components/RAGSettings.js,37,GET,api/v1/enhanced-rag/status,,,,missing_backend,No corresponding backend endpoint found
components/RAGSettings.js,37,GET,api/v1/enhanced-rag/status,,,,missing_backend,No corresponding backend endpoint found
components/RAGSettings.js,37,GET,api/v1/enhanced-rag/status,,,,missing_backend,No corresponding backend endpoint found
components/RAGSettings.js,77,POST,api/v1/enhanced-rag/generate-response,,,,missing_backend,No corresponding backend endpoint found
components/RAGSettings.js,77,POST,api/v1/enhanced-rag/generate-response,,,,missing_backend,No corresponding backend endpoint found
components/RAGSettings.js,77,GET,api/v1/enhanced-rag/generate-response,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,37,GET,api/v1/canary-lora/canary/status,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,37,GET,api/v1/canary-lora/canary/status,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,37,GET,api/v1/canary-lora/canary/status,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,56,POST,api/v1/canary-lora/canary/deploy,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,56,POST,api/v1/canary-lora/canary/deploy,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,56,GET,api/v1/canary-lora/canary/deploy,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,87,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,87,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,105,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/CanaryManagement.js,105,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,54,GET,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,54,GET,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,54,GET,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,75,DELETE,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,75,DELETE,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,75,GET,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,99,PATCH,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,99,PATCH,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
components/UserManagement.js,99,GET,api/v1/admin/users,,,,missing_backend,No corresponding backend endpoint found
hooks/useServiceWorker.js,120,GET,api/v1/notifications/subscribe,,,,missing_backend,No corresponding backend endpoint found
hooks/useServiceWorker.js,148,GET,api/v1/notifications/unsubscribe,,,,missing_backend,No corresponding backend endpoint found
hooks/useServiceWorker.js,177,PUT,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
hooks/useServiceWorker.js,198,DELETE,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
hooks/useLazyData.js,39,GET,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
hooks/useLazyData.js,103,DELETE,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,47,GET,api/v1/lora/data/stats?days=7,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,47,GET,api/v1/lora/data/stats?days=7,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,47,GET,api/v1/lora/data/stats?days=7,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,68,GET,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,68,GET,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,68,GET,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,82,POST,api/v1/lora/data/collect,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,82,POST,api/v1/lora/data/collect,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,82,GET,api/v1/lora/data/collect,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,105,POST,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,105,POST,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,105,GET,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,115,POST,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,115,POST,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,115,GET,api/v1/lora/data,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,128,POST,api/v1/lora/data/batch-approve,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,128,POST,api/v1/lora/data/batch-approve,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,128,GET,api/v1/lora/data/batch-approve,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,151,POST,api/v1/lora/training/start,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,151,POST,api/v1/lora/training/start,,,,missing_backend,No corresponding backend endpoint found
pages/LoRAManagement.js,151,GET,api/v1/lora/training/start,,,,missing_backend,No corresponding backend endpoint found
pages/Admin.js,40,GET,api/v1/admin/dashboard,,,,missing_backend,No corresponding backend endpoint found
pages/Admin.js,40,GET,api/v1/admin/dashboard,,,,missing_backend,No corresponding backend endpoint found
pages/Admin.js,40,GET,api/v1/admin/dashboard,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,158,POST,api/v1/chat/voice-message,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,158,POST,api/v1/chat/voice-message,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,158,GET,api/v1/chat/voice-message,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,206,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,206,POST,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,207,GET,api/v1/chat/sessions,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,231,GET,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
pages/Chat.js,231,GET,api/v1/unknown,,,,missing_backend,No corresponding backend endpoint found
